Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,CPU_Brand,Touchscreen,IPS,X_res,Y_res,PPI,SSD,HDD,Log_Price
32.0,HP,Notebook,17.3,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,500 HDD,AMD Radeon 530,Windows 10,2.71,23389,AMD,0,0,1920,1080,127.33567457123111,0,500,10.060021105350893
33.0,Dell,Ultrabook,13.3,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.2,99580,Intel,1,0,3200,1800,276.053530085501,512,0,11.508716620196173
34.0,Apple,Ultrabook,13.3,1440x900,Intel Core i5 1.6GHz,8,256 Flash Storage,Intel HD Graphics 6000,Mac OS X,1.35,53173,Intel,0,0,1440,900,127.67794013309688,0,0,10.881306027701488
35.0,Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64 Flash Storage,Intel HD Graphics 500,Windows 10,1.44,13266,Intel,0,0,1366,768,111.93520355955211,0,0,9.492959650085501
36.0,Acer,Notebook,15.6,1366x768,Intel Core i3 7130U 2.7GHz,4,1000 HDD,Intel HD Graphics 620,Linux,2.1,19553,Intel,0,0,1366,768,100.45466986113651,0,1000,9.880884006326275
37.0,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD    1000 HDD,AMD Radeon 530,Windows 10,2.8,52161,Intel,0,1,1920,1080,127.33567457123111,128,1000,10.862090368195899
38.0,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,1.86,26037,Intel,0,0,1366,768,100.45466986113651,0,1000,10.167273882312355
39.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce 930MX ,Windows 10,2.1,46833,Intel,0,0,1920,1080,141.21199808219862,256,0,10.754343361624777
40.0,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 620,Linux,2.0,20725,Intel,0,0,1920,1080,141.21199808219862,0,1000,9.939095980003495
41.0,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.65,79866,Intel,0,1,1920,1080,141.21199808219862,256,1000,11.288105509275074
42.0,Asus,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Nvidia GeForce 940MX,Linux,2.3,27864,Intel,0,0,1366,768,100.45466986113651,0,1000,10.235090812045836
43.0,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256 SSD,Intel UHD Graphics 620,Windows 10,2.2,36336,Intel,0,1,1920,1080,141.21199808219862,256,0,10.50056426434534
44.0,Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,12,1000 HDD,Nvidia GeForce 150MX,Windows 10,2.77,53226,Intel,1,0,1920,1080,127.33567457123111,0,1000,10.882302277748641
45.0,Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.0GHz,8,256 SSD,Intel Iris Graphics 540,macOS,1.37,75604,Intel,0,1,2560,1600,226.98300468106115,256,0,11.233264470820847
47.0,Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,8,256 SSD    1000 HDD,AMD Radeon RX 580,Windows 10,3.2,69210,AMD,0,0,1920,1080,127.33567457123111,256,1000,11.144900639835909
48.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256 SSD,AMD Radeon R5 M430,Windows 10,2.3,34045,Intel,0,0,1920,1080,141.21199808219862,256,0,10.435438457917067
49.0,Asus,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.8,24828,Intel,0,0,1366,768,90.58340172449303,0,1000,10.119727327533543
51.0,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Nvidia GeForce MX150,Windows 10,2.2,44808,Intel,0,1,1920,1080,141.21199808219862,256,0,10.710141973889668
52.0,HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,256 SSD,AMD Radeon R4 Graphics,Windows 10,1.86,21231,AMD,0,0,1920,1080,141.21199808219862,256,0,9.963217656743895
53.0,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.49,58767,Intel,0,0,1920,1080,165.6321180513006,512,0,10.98133575185151
54.0,Acer,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.4,20459,Intel,0,0,1366,768,100.45466986113651,0,1000,9.926178162455827
55.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,AMD Radeon 520,Windows 10,2.13,40908,Intel,0,0,1920,1080,141.21199808219862,256,0,10.619080921925903
56.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,1.91,23389,Intel,0,0,1920,1080,141.21199808219862,128,0,10.060021105350893
57.0,Asus,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,2.0,31232,Intel,0,0,1366,768,100.45466986113651,256,0,10.349198489212819
58.0,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    2000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.43,130482,Intel,0,0,1920,1080,127.33567457123111,256,2000,11.778990565197043
59.0,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256 SSD,Intel HD Graphics 520,Linux,2.0,22111,Intel,0,0,1920,1080,141.21199808219862,256,0,10.003830501232155
60.0,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 SSD    2000 HDD,AMD Radeon 530,Windows 10,2.8,69210,Intel,0,0,1920,1080,127.33567457123111,256,2000,11.144900639835909
61.0,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.7,46833,Intel,0,0,1920,1080,157.3505121487356,256,0,10.754343361624777
62.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,8,256 SSD,Intel HD Graphics 620,No OS,1.7,31914,Intel,0,1,1920,1080,157.3505121487356,256,0,10.370800063970373
63.0,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.4,50136,Intel,0,0,1920,1080,157.3505121487356,256,0,10.822494591904512
64.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.86,36763,Intel,0,0,1920,1080,141.21199808219862,256,0,10.51224718358581
65.0,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,1.8,105654,Intel,0,0,1920,1080,141.21199808219862,512,0,11.567924883188834
66.0,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500 HDD,AMD Radeon 520,Windows 10,1.86,23373,Intel,0,0,1366,768,100.45466986113651,0,500,10.059336788998968
67.0,HP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32 SSD,Intel HD Graphics 400,Windows 10,1.44,12201,Intel,0,0,1366,768,111.93520355955211,32,0,9.409273194575334
68.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,1.9,29250,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.283634852660002
69.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1000 HDD,Nvidia GeForce GTX 1050 Ti,Linux,3.0,50562,Intel,0,0,1920,1080,127.33567457123111,0,1000,10.830955585000408
70.0,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,4,128 SSD,Intel HD Graphics 620,Windows 10 S,1.252,58021,Intel,1,0,2256,1504,200.84255993695703,128,0,10.968560292962923
71.0,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,64,256 SSD,AMD Radeon 530,Windows 10,1.4,50882,Intel,0,1,1920,1080,165.6321180513006,256,0,10.837264505417558
72.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,AMD Radeon 530,Windows 10,2.2,46353,Intel,0,0,1920,1080,141.21199808219862,256,0,10.744041293818528
73.0,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD    1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,58341,Intel,0,0,1920,1080,127.33567457123111,128,1000,10.974060384172992
74.0,Acer,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,8,1000 HDD,Intel HD Graphics 520,Windows 10,2.1,20725,Intel,0,0,1366,768,111.93520355955211,0,1000,9.939095980003495
75.0,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,50562,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.830955585000408
76.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,2000 HDD,Intel HD Graphics 620,No OS,2.2,27652,Intel,0,0,1920,1080,141.21199808219862,0,2000,10.227453337065155
77.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128 SSD    1000 HDD,Intel UHD Graphics 620,Windows 10,2.02,45554,Intel,0,0,1920,1080,141.21199808219862,128,1000,10.726653714419808
78.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,1000 HDD,Nvidia GeForce MX130,Windows 10,2.2,28238,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.248423867569471
79.0,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD    1000 HDD,Nvidia GeForce 930MX,Windows 10,2.5,52054,Intel,0,0,1920,1080,127.33567457123111,128,1000,10.860036920273846
80.0,Dell,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.88,58403,Intel,0,1,1920,1080,141.21199808219862,256,0,10.975122537359946
81.0,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core i5 1.3GHz,8,512 SSD,Intel HD Graphics 615,macOS,0.92,80452,Intel,0,1,2304,1440,226.41554716935852,512,0,11.295416012273112
82.0,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.63,45820,Intel,0,0,1920,1080,157.3505121487356,256,0,10.732475956007487
83.0,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,128 SSD,AMD R4 Graphics,Windows 10,2.2,21258,AMD,0,0,1920,1080,141.21199808219862,128,0,9.964488574093528
84.0,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1000 HDD,AMD Radeon R5,Windows 10,2.1,21045,AMD,0,0,1366,768,100.45466986113651,0,1000,9.95441828120467
85.0,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 SSD    1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.65,71874,Intel,0,1,1920,1080,141.21199808219862,128,1000,11.182669864959387
86.0,HP,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Nvidia GeForce GTX 940MX,Windows 10,1.83,37242,Intel,0,1,1920,1080,141.21199808219862,256,0,10.525192435641708
87.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.96,31914,Intel,0,0,1920,1080,141.21199808219862,256,0,10.370800063970373
88.0,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 SSD    1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,77202,Intel,0,1,1920,1080,141.21199808219862,128,1000,11.254180642413045
89.0,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.21,87858,Intel,0,1,1920,1080,165.6321180513006,256,0,11.383477153783312
90.0,Asus,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P 3GHz,8,1000 HDD,AMD Radeon RX 560,Windows 10,2.45,37242,AMD,0,0,1920,1080,141.21199808219862,0,1000,10.525192435641708
91.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,2,1000 HDD,Nvidia GeForce MX150,Windows 10,2.2,36709,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.510777235585936
92.0,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.49,63776,Intel,0,0,1920,1080,165.6321180513006,512,0,11.063132223012522
93.0,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1060,Windows 10,2.65,63669,Intel,0,0,1920,1080,141.21199808219862,256,0,11.06145306690375
94.0,Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.25,55890,Intel,0,0,1920,1080,157.3505121487356,256,0,10.931140752263744
95.0,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.5,45128,Intel,1,1,1920,1080,165.6321180513006,256,0,10.717258175419811
96.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,AMD Radeon R5 M430,Linux,2.2,31962,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.372302976145054
97.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256 SSD,AMD Radeon R5 M430,Linux,2.2,25840,Intel,0,0,1920,1080,141.21199808219862,256,0,10.159678957896539
98.0,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6,256 SSD,Nvidia GeForce 920M,Windows 10,2.0,30742,Intel,0,0,1920,1080,141.21199808219862,256,0,10.333385076784877
99.0,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128 SSD    1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,66546,Intel,0,1,1920,1080,141.21199808219862,128,1000,11.105648716832796
100.0,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon 530,Windows 10,1.91,38308,Intel,0,0,1920,1080,141.21199808219862,256,0,10.55341403064151
101.0,HP,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4,500 HDD,AMD Radeon R2,Windows 10,2.1,18594,AMD,0,0,1920,1080,141.21199808219862,0,500,9.830594227015803
102.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1000 HDD,AMD Radeon 520,Linux,2.2,34472,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.447902679295673
103.0,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Nvidia GeForce MX150,Windows 10,1.38,59620,Intel,0,1,1920,1080,165.6321180513006,256,0,10.995746367232062
104.0,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10 S,1.252,71395,Intel,1,0,2256,1504,200.84255993695703,256,0,11.175983117864396
105.0,HP,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256 SSD,Nvidia GeForce 940MX,Windows 10,1.58,35111,Intel,0,1,1920,1080,157.3505121487356,256,0,10.466269750670861
106.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.85,22105,Intel,0,0,1920,1080,141.21199808219862,0,1000,10.003559106260344
107.0,Asus,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.3,63563,Intel,0,1,1920,1080,157.3505121487356,256,0,11.059786819033329
108.0,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,69210,Intel,0,0,1920,1080,141.21199808219862,256,1000,11.144900639835909
109.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.58,78854,Intel,0,1,1920,1080,157.3505121487356,256,0,11.27535332033722
110.0,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 SSD    1000 HDD,Nvidia GeForce MX150,Windows 10,1.5,67239,Intel,0,0,1920,1080,141.21199808219862,256,1000,11.11600871531202
111.0,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8,256 SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,73473,Intel,1,0,3200,1800,276.053530085501,256,0,11.204673270773737
112.0,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.37,74538,Intel,1,1,1920,1080,165.6321180513006,256,0,11.219064341441731
113.0,HP,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4,500 HDD,Intel UHD Graphics 620,Windows 10,1.63,38468,Intel,0,1,1366,768,111.93520355955211,0,500,10.557582005832373
114.0,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.21,86793,Intel,0,1,1920,1080,165.6321180513006,256,0,11.371281252235155
116.0,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.63,57755,Intel,0,0,1920,1080,157.3505121487356,512,0,10.963965204722781
117.0,Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD    1000 HDD,Nvidia GeForce 940MX,Windows 10,2.16,60223,Intel,0,1,1920,1080,141.21199808219862,256,1000,11.005809618131316
118.0,Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.0,30049,Intel,0,0,1920,1080,127.33567457123111,0,1000,10.310584661539417
119.0,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.7,59567,Intel,0,0,1920,1080,141.21199808219862,256,0,10.994857008434654
